Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation Of Signaling Receptor Activity (GO:2000273)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	SHANK3
Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:0072332)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	JMY
Positive Regulation Of Viral Genome Replication (GO:0045070)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	RAD23A
mRNA Transcription (GO:0009299)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	C5AR1
Protein Localization To Lysosome (GO:0061462)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	RTN4
Protein Maturation (GO:0051604)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	MME
Protein Monoubiquitination (GO:0006513)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	TRIM25
Microtubule Polymerization (GO:0046785)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	MAPT
Muscle Cell Development (GO:0055001)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	ENG
Regulation Of Actin Cytoskeleton Reorganization (GO:2000249)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	CARMIL1
Regulation Of Cation Channel Activity (GO:2001257)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	AHNAK
Brain Development (GO:0007420)	2/22	0.33425301633549326	0.5219038325238403	0	0	1.7715789473684211	1.9413972593536546	SHANK3;RTN4
Regulation Of Stress Fiber Assembly (GO:0051492)	2/22	0.33425301633549326	0.5219038325238403	0	0	1.7715789473684211	1.9413972593536546	CARMIL1;PXN
Negative Regulation Of Signal Transduction (GO:0009968)	3/38	0.33652032851934377	0.5236068048640139	0	0	1.5209726443768996	1.6564863183141993	LRPAP1;AHSG;PTPN12
Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	3/38	0.33652032851934377	0.5236068048640139	0	0	1.5209726443768996	1.6564863183141993	CAV2;PXN;BCAR1
Positive Regulation Of Protein Polymerization (GO:0032273)	2/23	0.3543547611802405	0.5292275778620277	0	0	1.6862155388471178	1.7493756378269596	CARMIL1;MAPT
mRNA Metabolic Process (GO:0016071)	2/23	0.3543547611802405	0.5292275778620277	0	0	1.6862155388471178	1.7493756378269596	ATXN2L;DIS3L2
Regulation Of DNA-templated Transcription (GO:0006355)	12/195	0.3565753803519578	0.5292275778620277	0	0	1.1726133076181293	1.209210118538404	DAP;BCLAF1;TRIM28;THRAP3;JMY;IRF2BP1;SPP1;LRRFIP1;AJUBA;ATF3;CDKN2AIP;ENG
Negative Regulation Of Gene Expression, Epigenetic (GO:0045814)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	LMNA
Regulation Of Endothelial Cell Proliferation (GO:0001936)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	CAV2
Negative Regulation Of Neuron Projection Development (GO:0010977)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	DPYSL3
Negative Regulation Of Protein Localization To Membrane (GO:1905476)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	LRPAP1
Actin Filament Capping (GO:0051693)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	VIL1
Amino Acid Transport (GO:0006865)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	SLC7A9
Anterograde Axonal Transport (GO:0008089)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	HSPB1
Neuron Differentiation (GO:0030182)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	RTN4
Regulation Of Neuron Death (GO:1901214)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	MAPT
Axonal Transport (GO:0098930)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	MAPT
Barbed-End Actin Filament Capping (GO:0051016)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	VIL1
Carboxylic Acid Transmembrane Transport (GO:1905039)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	SLC7A9
Regulation Of Protein Import Into Nucleus (GO:0042306)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	TRIM28
Cellular Response To Amino Acid Starvation (GO:0034198)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	DAP
Regulation Of Stress-Activated MAPK Cascade (GO:0032872)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	MAP4K4
Cellular Response To Glucose Stimulus (GO:0071333)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	RAB11FIP5
Regulation Of Viral Genome Replication (GO:0045069)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	RAD23A
Response To Organic Cyclic Compound (GO:0014070)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	SPP1
Positive Regulation Of Endocytosis (GO:0045807)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	AHSG
Positive Regulation Of Interleukin-1 Production (GO:0032732)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	HSPB1
Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	BCLAF1
Positive Regulation Of mRNA Splicing, Via Spliceosome (GO:0048026)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	THRAP3
Positive Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031112)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	MAPT
Lamellipodium Assembly (GO:0030032)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	CARMIL1
Lysosome Localization (GO:0032418)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	SPAG9
Protein Targeting To Vacuole (GO:0006623)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	SQSTM1
Mitochondrion Disassembly (GO:0061726)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	SQSTM1
Negative Regulation Of Cell Projection Organization (GO:0031345)	1/8	0.35856654994472215	0.5292275778620277	0	0	2.5238095238095237	2.5885225281909334	DPYSL3
DNA Damage Response (GO:0006974)	4/57	0.3692626042545877	0.5441121155407004	0	0	1.3390139987827145	1.3339889783920367	BCLAF1;TRIM28;MAPT;CDKN2AIP
Regulation Of Protein-Containing Complex Assembly (GO:0043254)	2/24	0.37424671655312486	0.5493702809741413	0	0	1.6086124401913875	1.5810086975701974	SEPTIN9;AJUBA
Negative Regulation Of Cellular Process (GO:0048523)	4/58	0.3818601049505952	0.5493702809741413	0	0	1.31342094782955	1.264431600603842	LMNA;RTN4;CDKN2AIP;DIS3L2
Regulation Of Dendritic Spine Morphogenesis (GO:0061001)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	SHANK3
Regulation Of Epithelial Cell Proliferation (GO:0050678)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	C5AR1
Regulation Of Exocytosis (GO:0017157)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	STXBP5L
RNA Splicing, Via Transesterification Reactions (GO:0000375)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	DBR1
Regulation Of Interleukin-1 Beta Production (GO:0032651)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	HSPB1
Negative Regulation Of Protein Ubiquitination (GO:0031397)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	SQSTM1
Regulation Of Postsynapse Organization (GO:0099175)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	SHANK3
Cell-Matrix Adhesion (GO:0007160)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	ZYX
Response To Amino Acid Starvation (GO:1990928)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	DAP
Cytoplasmic Microtubule Organization (GO:0031122)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	MAPT
Cytoplasmic Translational Initiation (GO:0002183)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	EIF3B
Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	BCAR1
Spindle Assembly (GO:0051225)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	LSM14A
Establishment Of Protein Localization To Plasma Membrane (GO:0061951)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	SPTBN1
Positive Regulation Of mRNA Processing (GO:0050685)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	THRAP3
Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	TRIM28
Heart Morphogenesis (GO:0003007)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	ENG
Homotypic Cell-Cell Adhesion (GO:0034109)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	HSPB1
Positive Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900026)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	CARMIL1
Learning (GO:0007612)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	SHANK3
Positive Regulation Of Viral Process (GO:0048524)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	RAD23A
Protein K48-linked Ubiquitination (GO:0070936)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	TRIM25
Protein Sumoylation (GO:0016925)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	TRIM28
Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	LRPAP1
Regulation Of MAP Kinase Activity (GO:0043405)	1/9	0.39328694162605904	0.5493702809741413	0	0	2.20703125	2.0596364383721735	KSR1
Golgi Organization (GO:0007030)	2/25	0.39389323652870434	0.5493702809741413	0	0	1.5377574370709381	1.4326907440411096	NSFL1C;SEC23IP
MAPK Cascade (GO:0000165)	2/25	0.39389323652870434	0.5493702809741413	0	0	1.5377574370709381	1.4326907440411096	SHANK3;MAP4K4
Positive Regulation Of Hydrolase Activity (GO:0051345)	2/25	0.39389323652870434	0.5493702809741413	0	0	1.5377574370709381	1.4326907440411096	CAV2;MAP4K4
Translation (GO:0006412)	2/25	0.39389323652870434	0.5493702809741413	0	0	1.5377574370709381	1.4326907440411096	APEH;EEF2
Modification-Dependent Protein Catabolic Process (GO:0019941)	2/25	0.39389323652870434	0.5493702809741413	0	0	1.5377574370709381	1.4326907440411096	TRIM25;SQSTM1
Regulation Of Actin Filament Polymerization (GO:0030833)	2/25	0.39389323652870434	0.5493702809741413	0	0	1.5377574370709381	1.4326907440411096	CARMIL1;KANK3
Negative Regulation Of Cell Migration (GO:0030336)	2/25	0.39389323652870434	0.5493702809741413	0	0	1.5377574370709381	1.4326907440411096	DPYSL3;ENG
mRNA Processing (GO:0006397)	4/59	0.39443551633986107	0.5493702809741413	0	0	1.2887585532746824	1.1989315778671263	SRRM2;DBR1;RBM14;BUD13
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031)	3/42	0.3967948938871526	0.5509320679556409	0	0	1.3617021276595744	1.2586699872437892	CARMIL1;TRAPPC14;MAP4K4
Positive Regulation Of Developmental Process (GO:0051094)	3/42	0.3967948938871526	0.5509320679556409	0	0	1.3617021276595744	1.2586699872437892	VIL1;SHANK3;RTN4
Ubiquitin-Dependent Protein Catabolic Process (GO:0006511)	4/60	0.4069768760081036	0.5641891271763431	0	0	1.2649769585253456	1.1372129079754096	NSFL1C;TRIM25;RAD23A;SQSTM1
Positive Regulation Of Programmed Cell Death (GO:0043068)	3/43	0.4116807618571473	0.566488351222829	0	0	1.3268617021276596	1.1775991546137758	BCLAF1;JMY;SQSTM1
Negative Regulation Of Macromolecule Metabolic Process (GO:0010605)	2/26	0.41326304482399123	0.566488351222829	0	0	1.4728070175438597	1.3014768151783813	MAPT;ENG
Regulation Of Protein Kinase Activity (GO:0045859)	2/26	0.41326304482399123	0.566488351222829	0	0	1.4728070175438597	1.3014768151783813	C5AR1;HSPB1
Protein-Containing Complex Organization (GO:0043933)	2/26	0.41326304482399123	0.566488351222829	0	0	1.4728070175438597	1.3014768151783813	VIL1;SLC7A9
Regulation Of Filopodium Assembly (GO:0051489)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	DPYSL3
Negative Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	SGTA
Negative Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903321)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	SQSTM1
Regulation Of Kinase Activity (GO:0043549)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	MAPT
Regulation Of Neurogenesis (GO:0050767)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	MME
Autophagosome Organization (GO:1905037)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	NSFL1C
Regulation Of Protein Polymerization (GO:0032271)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	MAPT
Cell Junction Organization (GO:0034330)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	MAPT
Cellular Response To Calcium Ion (GO:0071277)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	CDKN2AIP
Regulation Of Supramolecular Fiber Organization (GO:1902903)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	MAPT
Cholesterol Homeostasis (GO:0042632)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	APOA4
Epigenetic Regulation Of Gene Expression (GO:0040029)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	RBM14
Sterol Homeostasis (GO:0055092)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	APOA4
Positive Regulation Of Microtubule Polymerization (GO:0031116)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	MAPT
Translational Elongation (GO:0006414)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	EEF2
Heterochromatin Organization (GO:0070828)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	LMNA
mRNA Destabilization (GO:0061157)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	DIS3L2
mRNA Stabilization (GO:0048255)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	THRAP3
Protein Targeting To Membrane (GO:0006612)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	SGTA
Mitotic Cytokinesis (GO:0000281)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	SPTBN1
Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	HSPB1
Regulation Of Cell Morphogenesis (GO:0022604)	1/10	0.4261462730980705	0.566488351222829	0	0	1.9606481481481481	1.672379202663718	VIL1
Apoptotic Process (GO:0006915)	3/44	0.42645752283066907	0.566488351222829	0	0	1.293720809548521	1.1025638722718394	DAP;BCLAF1;RTN4
Positive Regulation Of Apoptotic Process (GO:0043065)	3/44	0.42645752283066907	0.566488351222829	0	0	1.293720809548521	1.1025638722718394	BCLAF1;JMY;SQSTM1
mRNA Splicing, Via Spliceosome (GO:0000398)	4/62	0.43191205695553847	0.5728788832942314	0	0	1.2198739340007416	1.0241247690527269	SRRM2;DBR1;RBM14;BUD13
Regulation Of Signal Transduction (GO:0009966)	2/28	0.45106714062829684	0.582183906719223	0	0	1.3578947368421053	1.0810730665084765	PXN;CDKN2AIP
Organelle Assembly (GO:0070925)	3/46	0.4556212084579031	0.582183906719223	0	0	1.232063334982682	0.9685169766094187	NSFL1C;TRAPPC14;SYNPO
Regulation Of Endocytosis (GO:0030100)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	LRPAP1
Golgi To Plasma Membrane Transport (GO:0006893)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	SPTBN1
Negative Regulation Of Protein Polymerization (GO:0032272)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	KANK3
Actin Filament Bundle Assembly (GO:0051017)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	DPYSL3
Actin Filament Bundle Organization (GO:0061572)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	DPYSL3
Regulation Of mRNA Catabolic Process (GO:0061013)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	CARHSP1
Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	MAPT
Negative Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	SGTA
Antigen Receptor-Mediated Signaling Pathway (GO:0050851)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	BCAR1
Autophagy Of Mitochondrion (GO:0000422)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	SQSTM1
Regulation Of Phosphoprotein Phosphatase Activity (GO:0043666)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	PPP1R1B
Nucleus Organization (GO:0006997)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	LMNA
Regulation Of Proteasomal Protein Catabolic Process (GO:0061136)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	RAD23A
Regulation Of Protein Secretion (GO:0050708)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	STXBP5L
Regulation Of Secretion By Cell (GO:1903530)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	STXBP5L
Cellular Response To Ketone (GO:1901655)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	SPP1
Regulation Of Wound Healing (GO:0061041)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	VIL1
Positive Regulation Of Cell Death (GO:0010942)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	MAPT
Dicarboxylic Acid Metabolic Process (GO:0043648)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	GCLM
Signal Transduction In Response To DNA Damage (GO:0042770)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	NDRG1
Endosome Organization (GO:0007032)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	SQSTM1
Inflammatory Response (GO:0006954)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	C5AR1
Kidney Development (GO:0001822)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	MME
Lamellipodium Organization (GO:0097581)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	CARMIL1
Regulation Of JNK Cascade (GO:0046328)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	MAP4K4
Negative Regulation Of Actin Filament Bundle Assembly (GO:0032232)	1/11	0.4572433155019516	0.582183906719223	0	0	1.7635416666666666	1.3800412093415717	SHANK3
Positive Regulation Of Cellular Catabolic Process (GO:0031331)	2/29	0.46945761690380783	0.5960303552701697	0	0	1.30682261208577	0.9881895385114536	APOA4;SQSTM1
Protein Polyubiquitination (GO:0000209)	2/29	0.46945761690380783	0.5960303552701697	0	0	1.30682261208577	0.9881895385114536	IRF2BP1;TRIM25
Regulation Of Apoptotic Process (GO:0042981)	7/120	0.4725472618707497	0.5990983804344262	0	0	1.0943952802359882	0.8203778670354148	BCLAF1;JMY;HSPB1;SQSTM1;RTN4;BCAR1;MAP4K4
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237)	1/12	0.4866716503954144	0.6034214374445387	0	0	1.6022727272727273	1.1539017199671637	PEA15
Autophagosome Assembly (GO:0000045)	1/12	0.4866716503954144	0.6034214374445387	0	0	1.6022727272727273	1.1539017199671637	NSFL1C
Organonitrogen Compound Catabolic Process (GO:1901565)	1/12	0.4866716503954144	0.6034214374445387	0	0	1.6022727272727273	1.1539017199671637	SQSTM1
Peptidyl-Lysine Modification (GO:0018205)	1/12	0.4866716503954144	0.6034214374445387	0	0	1.6022727272727273	1.1539017199671637	TRIM28
Regulation Of Response To External Stimulus (GO:0032101)	1/12	0.4866716503954144	0.6034214374445387	0	0	1.6022727272727273	1.1539017199671637	AHSG
Cellular Response To UV (GO:0034644)	1/12	0.4866716503954144	0.6034214374445387	0	0	1.6022727272727273	1.1539017199671637	MME
Positive Regulation Of DNA Repair (GO:0045739)	1/12	0.4866716503954144	0.6034214374445387	0	0	1.6022727272727273	1.1539017199671637	TRIM28
Positive Regulation Of RNA Splicing (GO:0033120)	1/12	0.4866716503954144	0.6034214374445387	0	0	1.6022727272727273	1.1539017199671637	THRAP3
Skeletal System Development (GO:0001501)	1/12	0.4866716503954144	0.6034214374445387	0	0	1.6022727272727273	1.1539017199671637	AHSG
Positive Regulation Of Growth (GO:0045927)	1/12	0.4866716503954144	0.6034214374445387	0	0	1.6022727272727273	1.1539017199671637	CDKN2AIP
Exocytosis (GO:0006887)	1/12	0.4866716503954144	0.6034214374445387	0	0	1.6022727272727273	1.1539017199671637	RAB11FIP5
protein-DNA Complex Organization (GO:0071824)	1/12	0.4866716503954144	0.6034214374445387	0	0	1.6022727272727273	1.1539017199671637	TRIM28
rRNA Metabolic Process (GO:0016072)	1/12	0.4866716503954144	0.6034214374445387	0	0	1.6022727272727273	1.1539017199671637	MAPT
Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088)	1/12	0.4866716503954144	0.6034214374445387	0	0	1.6022727272727273	1.1539017199671637	DAP
Cellular Response To Cytokine Stimulus (GO:0071345)	2/30	0.48748316126137453	0.6034214374445387	0	0	1.2593984962406015	0.9048772278117964	MME;DPYSL3
Protein Localization To Cell Periphery (GO:1990778)	2/30	0.48748316126137453	0.6034214374445387	0	0	1.2593984962406015	0.9048772278117964	LRPAP1;SPTBN1
Regulation Of Anatomical Structure Morphogenesis (GO:0022603)	2/30	0.48748316126137453	0.6034214374445387	0	0	1.2593984962406015	0.9048772278117964	MAPT;SHANK3
Positive Regulation Of Multicellular Organismal Process (GO:0051240)	3/49	0.49818722273081184	0.6158147614311424	0	0	1.1496299722479186	0.8010383941658317	LRPAP1;SPP1;RTN4
Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)	2/31	0.5051294418911074	0.6218052604192056	0	0	1.2152450090744102	0.8299401094343893	JMY;TRIM25
Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)	2/31	0.5051294418911074	0.6218052604192056	0	0	1.2152450090744102	0.8299401094343893	APOA4;EEF2
Protein Localization To Plasma Membrane (GO:0072659)	2/31	0.5051294418911074	0.6218052604192056	0	0	1.2152450090744102	0.8299401094343893	LRPAP1;SPTBN1
Regulation Of Cellular Localization (GO:0060341)	1/13	0.5145199393694645	0.6221776440744884	0	0	1.4678819444444444	0.9754383329961958	TRIM25
Negative Regulation Of Protein Binding (GO:0032091)	1/13	0.5145199393694645	0.6221776440744884	0	0	1.4678819444444444	0.9754383329961958	LRPAP1
Negative Regulation Of Protein Localization (GO:1903828)	1/13	0.5145199393694645	0.6221776440744884	0	0	1.4678819444444444	0.9754383329961958	NSFL1C
Actin Cytoskeleton Reorganization (GO:0031532)	1/13	0.5145199393694645	0.6221776440744884	0	0	1.4678819444444444	0.9754383329961958	BCAR1
Actin Polymerization Or Depolymerization (GO:0008154)	1/13	0.5145199393694645	0.6221776440744884	0	0	1.4678819444444444	0.9754383329961958	VIL1
Regulation Of Microtubule Cytoskeleton Organization (GO:0070507)	1/13	0.5145199393694645	0.6221776440744884	0	0	1.4678819444444444	0.9754383329961958	MAPT
Organic Anion Transport (GO:0015711)	1/13	0.5145199393694645	0.6221776440744884	0	0	1.4678819444444444	0.9754383329961958	SLCO4C1
Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900024)	1/13	0.5145199393694645	0.6221776440744884	0	0	1.4678819444444444	0.9754383329961958	CARMIL1
Cellular Response To Heat (GO:0034605)	1/13	0.5145199393694645	0.6221776440744884	0	0	1.4678819444444444	0.9754383329961958	MAPT
Positive Regulation Of Actin Filament Polymerization (GO:0030838)	1/13	0.5145199393694645	0.6221776440744884	0	0	1.4678819444444444	0.9754383329961958	CARMIL1
Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100)	1/13	0.5145199393694645	0.6221776440744884	0	0	1.4678819444444444	0.9754383329961958	ENG
Lipid Transport (GO:0006869)	1/13	0.5145199393694645	0.6221776440744884	0	0	1.4678819444444444	0.9754383329961958	APOA4
Mitotic Spindle Organization (GO:0007052)	1/13	0.5145199393694645	0.6221776440744884	0	0	1.4678819444444444	0.9754383329961958	LSM14A
Regulation Of Cell Population Proliferation (GO:0042127)	5/88	0.5202211357855513	0.6282181965388611	0	0	1.0607647983237296	0.6932111711754532	KSR1;LMNA;TRAPPC14;DIS3L2;ENG
DNA Repair (GO:0006281)	2/32	0.5223846909107325	0.6291236466989877	0	0	1.1740350877192982	0.7623608661707884	TRIM28;RAD23A
Neuron Projection Morphogenesis (GO:0048812)	2/32	0.5223846909107325	0.6291236466989877	0	0	1.1740350877192982	0.7623608661707884	SHANK3;MAP4K4
